0,2874,110.9649963,30.8341999
1,2911,110.9649963,30.8341999
2,2938,110.9660034,30.8341007
3,2974,110.9660034,30.8339005
4,3005,110.9670029,30.8339005
5,3073,110.9670029,30.8341007
6,3102,110.9670029,30.8342991
7,3163,110.9680023,30.8344994
8,3396,110.9700012,30.8348999
9,3411,110.9700012,30.8344002
10,3530,110.9720001,30.8339996
11,3660,110.9739990,30.8342991
12,3665,110.9739990,30.8337994
13,3696,110.9739990,30.8337994
14,3763,110.9749985,30.8339005
15,3786,110.9749985,30.8339996
16,3811,110.9759979,30.8337002
17,3824,110.9759979,30.8334999
18,3848,110.9759979,30.8332005
19,3854,110.9759979,30.8327999
20,3856,110.9769974,30.8316994
21,3858,110.9769974,30.8304996
22,3860,110.9769974,30.8299999
23,3861,110.9769974,30.8299007
24,3862,110.9769974,30.8297997
25,3866,110.9769974,30.8285999
26,3876,110.9769974,30.8272991
27,3883,110.9779968,30.8257999
28,3890,110.9779968,30.8234997
29,3892,110.9779968,30.8234005
30,3916,110.9779968,30.8241005
31,3917,110.9789963,30.8243999
32,3919,110.9789963,30.8241997
33,4400,110.9840012,30.8167992
34,4406,110.9840012,30.8166008
35,4411,110.9850006,30.8162994
36,4451,110.9860001,30.8132992
37,4470,110.9860001,30.8111000
38,4473,110.9860001,30.8108997
39,4479,110.9869995,30.8106995
40,4490,110.9869995,30.8106003
41,4500,110.9869995,30.8106003
42,4509,110.9869995,30.8106003
43,4565,110.9909973,30.8115997
44,4567,110.9909973,30.8117008
45,4571,110.9909973,30.8118992
46,4572,110.9909973,30.8136997
47,4573,110.9909973,30.8139992
48,4574,110.9909973,30.8136005
49,4575,110.9909973,30.8141994
50,4576,110.9909973,30.8120995
51,4577,110.9909973,30.8122997
52,4578,110.9909973,30.8143997
53,4586,110.9919968,30.8145008
54,4624,110.9929962,30.8153000
55,4634,110.9940033,30.8153000
56,4644,110.9940033,30.8153000
57,4653,110.9940033,30.8152008
58,4659,110.9940033,30.8150997
59,4709,110.9950027,30.8141994
60,4800,110.9960022,30.8132992
61,4808,110.9960022,30.8132000
62,4817,110.9960022,30.8129997
63,4926,110.9970016,30.8113003
64,4950,110.9970016,30.8111000
65,4968,110.9970016,30.8103008
66,4981,110.9970016,30.8101006
67,4984,110.9980011,30.8097992
68,4993,110.9980011,30.8096008
69,5012,110.9980011,30.8094997
70,5021,110.9980011,30.8094997
71,5038,110.9990005,30.8096008
72,5049,111.0000000,30.8099003
73,5069,111.0009995,30.8106003
74,5090,111.0019989,30.8111992
75,5099,111.0019989,30.8113003
76,5115,111.0019989,30.8115005
77,5125,111.0029984,30.8115005
78,5157,111.0039978,30.8115997
79,5240,111.0049973,30.8115997
80,5284,111.0049973,30.8117008
81,5370,111.0070038,30.8120995
82,5383,111.0070038,30.8124008
83,5394,111.0070038,30.8125992
84,5412,111.0070038,30.8136005
85,5420,111.0070038,30.8136997
86,5426,111.0080032,30.8138008
87,5839,111.0130005,30.8127995
88,5925,111.0139999,30.8127995
89,5999,111.0139999,30.8129005
90,6057,111.0149994,30.8129997
91,6259,111.0169983,30.8134003
92,6693,111.0199966,30.8141994
93,6739,111.0210037,30.8143005
94,6904,111.0220032,30.8146000
95,6971,111.0230026,30.8148003
96,7358,111.0279999,30.8160000
97,7710,111.0339966,30.8178997
98,7866,111.0360031,30.8185997
99,7926,111.0370026,30.8188992
100,7972,111.0380020,30.8194008
101,8123,111.0410004,30.8209991
102,8196,111.0429993,30.8216000
103,8282,111.0439987,30.8327007
104,8346,111.0459976,30.8297997
105,8434,111.0490036,30.8241005
